Country,Year,FDI,Imports,Exports,Aid,ME,PI
France,1961,,12.2639094,14.41063516,,5.3,10875
Gabon,1961,,31.66281203,31.21169298,,,0
United Kingdom,1961,,,,,6.92,875
Ghana,1961,,36.4516129,26.12903226,,2.1,562
Guinea,1961,,,,,,312
Greece,1961,,14.12113036,9.483614163,,4.24,250
Guatemala,1961,,13.49493949,11.95319141,,1.12,1750
Honduras,1961,,21.92588433,22.31892195,,1.08,0
Haiti,1961,,,,,,2937
Hungary,1961,,,,,,0
Indonesia,1961,,13.61412465,11.06147628,,,3125
India,1961,,5.957576405,4.30358619,,2.07,2875
Ireland,1961,,,,,1.32,0
Iraq,1961,,,,,6.85,2312
Iceland,1961,,,,,,250
Israel,1961,,,,13.04374222,7.87,687
Italy,1961,,,,,2.57,6250
Jordan,1961,,,,,16.51,0
Japan,1961,,,,,0.92,1250
Cambodia,1961,,18.66666692,12.88888906,,,250
Kuwait,1961,,,,,,.
Lebanon,1961,,,,,,500
Liberia,1961,,,,,,562
Libya,1961,,,,,1.86,0
Sri Lanka,1961,,28.48542954,27.53754368,,1.18,687
Luxembourg,1961,,,,,1.0,0
Morocco,1961,,24.77806584,21.75397217,,2.7,0
Madagascar,1961,,19.50334052,14.60474932,,1.5,0
Mexico,1961,,10.61525424,8.412485876,,0.65,3687
Mali,1961,,,,,2.7,0
Mongolia,1961,,,,,,0
Mauritania,1961,,18.68025602,11.36735871,,,0
Malaysia,1961,,41.58364823,48.4713157,,2.23,0
Niger,1961,,9.705342854,8.121235141,,,0
Nigeria,1961,,,,,0.85,0
Nicaragua,1961,,24.55332678,23.40189562,,,0
Netherlands,1961,,,,,4.09,0
Norway,1961,,,,,3.0,0
Nepal,1961,,,,,,1812
New Zealand,1961,,,,,2.49,0
Pakistan,1961,,14.01621374,6.215265385,,4.1,312
Panama,1961,,53.66816115,47.1864424,,,2812
Peru,1961,,22.20017523,20.80801282,,2.64,937
Philippines,1961,,,,,1.7,1875
Poland,1961,,,,,,437
Portugal,1961,,,,,3.89,4000
Paraguay,1961,,,,,2.28,312
Romania,1961,,,,,,0
Saudi Arabia,1961,,,,,,0
Sudan,1961,,14.34945984,13.31611085,,1.84,250
Senegal,1961,,16.49507195,14.51419666,,,0
Sierra Leone,1961,,,,,0.73,.
El Salvador,1961,,,,,,1875
Somalia,1961,,23.08252438,15.99705086,,0.23,1875
Sweden,1961,,19.96164809,20.3207805,,3.72,0
Chad,1961,,18.55677586,13.911033,,,0
Togo,1961,,30.22593592,39.2443931,,0.27,0
Thailand,1961,,17.1100957,17.33547566,,2.1,250
Tunisia,1961,,,,,2.22,312
Tanzania,1961,,,,,,.
Uruguay,1961,,14.77272727,14.20454545,,,1187
South Africa,1961,,18.40667678,25.3414264,,1.47,937
Afghanistan,1962,,9.349593306,4.87805112,,,0
Albania,1962,,,,,,0
Argentina,1962,,9.383682891,4.691842759,,2.66,12750
Australia,1962,,12.60962447,13.91949629,,2.36,0
Austria,1962,,,,,1.35,0
Burundi,1962,,16.39344216,13.11475373,,3.94,.
Belgium,1962,,,,,3.28,312
Benin,1962,,9.959304461,3.517823197,,1.75,0
Burkina Faso,1962,,15.70596469,5.531983697,,2.35,0
Bulgaria,1962,,,,,,250
Bolivia,1962,,25.60540642,15.14923972,,1.16,562
Brazil,1962,,5.376371425,4.008478718,,2.4,2312
Central African Republic,1962,,37.70490743,24.59016513,,,0
Canada,1962,,17.98530048,17.6174848,,4.0,0
Switzerland,1962,,,,,2.57,0
Chile,1962,,12.79794588,11.3512091,,3.04,0
China,1962,,2.908277405,4.052658751,,,500
Cameroon,1962,,,,,,0
Colombia,1962,,12.22731175,12.22350581,,3.1,1500
Costa Rica,1962,,26.04970488,22.72327588,,,0
Cuba,1962,,,,,,7437
Cyprus,1962,,,,,,0
Denmark,1962,,,,,3.02,0
Dominican Republic,1962,,24.18395826,23.86846257,,4.32,3437
Algeria,1962,,20.81864668,19.79387268,,,.
Ecuador,1962,,10.79438963,10.24149948,,2.05,2687
Spain,1962,,,,,2.27,8500
Ethiopia,1962,,,,,1.93,0
Finland,1962,,,,,2.51,312
France,1962,,11.96007451,13.17435771,,5.16,12875
Gabon,1962,,30.76839967,31.71425748,,,0
United Kingdom,1962,,,,,6.94,562
Ghana,1962,,28.47011145,24.2147923,,2.0,4062
Guinea,1962,,,,,,0
Greece,1962,,14.75848566,8.350030416,,4.05,312
Guatemala,1962,,13.42252536,11.78733823,,1.05,5187
Honduras,1962,,22.07607995,22.48871696,,0.99,0
Haiti,1962,,,,,,0
Hungary,1962,,,,,,500
Indonesia,1962,,5.392854468,5.168152198,,,875
India,1962,,6.031814896,4.168975283,,2.75,1062
Ireland,1962,,,,,1.29,0
Iraq,1962,,,,,6.91,3375
Iceland,1962,,,,,,0
Israel,1962,,,,,9.16,0
Italy,1962,,,,,2.63,1812
Jamaica,1962,,34.92223502,33.01639905,,,.
Jordan,1962,,,,,18.15,250
Japan,1962,,,,,0.88,375
Cambodia,1962,,22.94372135,13.85281367,,,0
Kuwait,1962,,,,,,.
Lebanon,1962,,,,,,2125
Liberia,1962,,,,,,0
Libya,1962,,,,,3.1,0
Sri Lanka,1962,,29.20129561,27.79267364,,1.08,0
Luxembourg,1962,,,,,1.16,0
Morocco,1962,,21.0928447,18.02026579,,2.57,437
Madagascar,1962,,18.3835288,13.7550293,,1.54,0
Mexico,1962,,10.10873684,8.569105263,,0.69,1562
Mali,1962,,,,,2.89,0
Mongolia,1962,,,,,,0
Mauritania,1962,,21.47075429,11.52140396,,,0
Malaysia,1962,,43.13693488,46.0421087,,2.19,250
Niger,1962,,12.94779216,9.283574914,,,0
Nigeria,1962,,,,,1.1,562
Nicaragua,1962,,28.90352296,26.4315577,,,0
Netherlands,1962,,,,,4.12,0
Norway,1962,,,,,3.24,0
Nepal,1962,,,,,,1875
New Zealand,1962,,,,,2.31,0
Pakistan,1962,,14.39220463,6.699147381,,3.66,1125
Panama,1962,,57.16955246,53.18082889,,,1562
Peru,1962,,21.95992825,19.96630026,,2.43,3250
Philippines,1962,,,,,1.81,0
Poland,1962,,,,,,0
Portugal,1962,,,,,4.23,2000
Paraguay,1962,,14.67611336,12.62981869,,2.3,0
Romania,1962,,,,,,0
Rwanda,1962,,12.79999918,9.279999406,,,.
Saudi Arabia,1962,,,,,,0
Sudan,1962,,15.04864865,14.61621622,,2.06,0
Senegal,1962,,15.93933109,13.91637174,,,0
Sierra Leone,1962,,,,,0.71,.
El Salvador,1962,,,,,,250
Somalia,1962,,27.51407775,12.79403108,,0.25,0
Sweden,1962,,19.68629217,19.92218449,,3.86,0
Chad,1962,,19.62895421,14.03038301,,,0
Togo,1962,,30.42222025,35.04534179,,0.55,0
Thailand,1962,,17.64941741,15.68676283,,2.63,0
Trinidad and Tobago,1962,,,,,,.
Tunisia,1962,,,,,1.73,0
Tanzania,1962,,,,,,.
Uganda,1962,,21.4477143,24.10740549,,0.11,.
Uruguay,1962,,14.43298969,11.34020619,,,1375
South Africa,1962,,17.88873039,25.4636234,,2.25,1187
Afghanistan,1963,,16.86391033,9.171601094,,,0
Albania,1963,,,,,,0
Argentina,1963,,7.890452033,7.890454203,,1.68,3125
Australia,1963,,13.81031614,12.98356905,,2.45,0
Austria,1963,,,,,1.58,250
Burundi,1963,,14.28571441,7.518797057,,0.43,.
Belgium,1963,,,,,3.22,1812
Benin,1963,,11.62589881,3.821360213,,1.74,2812
Burkina Faso,1963,,15.6690092,5.579492081,,2.38,0
Bulgaria,1963,,,,,,312
Bolivia,1963,,26.34239888,16.9804742,,1.33,500
Brazil,1963,,9.00683898,8.933145444,,2.26,2937
Central African Republic,1963,,38.48580502,25.23659242,,,0
Canada,1963,,17.44252951,17.97583315,,3.62,2062
Switzerland,1963,,,,,2.52,0
Chile,1963,,14.76935984,12.29786377,,2.87,562
China,1963,,2.85988945,4.005447408,,,1250
Cameroon,1963,,,,,,0
Colombia,1963,,12.35039437,11.98285511,,3.52,3687
Costa Rica,1963,,27.12825015,22.08741883,,,0
Cuba,1963,,,,,,0
Cyprus,1963,,,,,,3625
Denmark,1963,,,,,3.04,0
Dominican Republic,1963,,25.97789392,20.72704302,,3.87,2812
Algeria,1963,,36.82551514,24.68468205,,2.51,.
Ecuador,1963,,9.956975442,9.233321676,,1.77,1875
Spain,1963,,,,,1.97,0
Ethiopia,1963,,,,,2.43,0
Finland,1963,,,,,1.93,750
France,1963,,12.23155783,12.92754805,,4.74,2125
Gabon,1963,,45.3936621,47.10299506,,,0
United Kingdom,1963,,,,,6.8,2000
Ghana,1963,,27.45454545,21.18181818,,2.02,250
Guinea,1963,,,,,,0
Greece,1963,,15.2725669,9.071383033,,3.82,1375
Guatemala,1963,,15.93284764,14.28571429,,1.17,3875
Honduras,1963,,24.71964895,22.08678693,,0.93,1875
Haiti,1963,,,,,,5500
Hungary,1963,,,,,,0
Indonesia,1963,,9.349289454,9.06881077,,,1875
India,1963,,5.906834458,4.280503385,,4.03,2062
Ireland,1963,,,,,1.24,375
Iraq,1963,,,,,8.25,9000
Iceland,1963,,,,,,0
Israel,1963,,,,,9.75,1312
Italy,1963,,,,,2.75,2500
Jamaica,1963,,34.03866182,34.16634914,,,.
Jordan,1963,,,,,17.12,1750
Japan,1963,,,,,0.9,1125
Kenya,1963,,28.96276466,32.03294766,,0.21,.
Cambodia,1963,,20.7843123,17.25490176,,,0
Kuwait,1963,,,,,,.
Lebanon,1963,,,,,,0
Liberia,1963,,,,,,312
Libya,1963,,,,,2.41,0
Sri Lanka,1963,,27.49257168,25.75680754,,0.9,0
Luxembourg,1963,,,,,1.07,0
Morocco,1963,,20.07882784,17.92221374,,3.2,2500
Madagascar,1963,,19.92631435,12.78044807,,1.46,0
Mexico,1963,,9.953584906,8.320141509,,0.72,250
Mali,1963,,,,,2.65,0
Mongolia,1963,,,,,,0
Mauritania,1963,,20.40421218,19.97448235,,,0
Malaysia,1963,,43.98750651,45.71837585,,2.42,312
Niger,1963,,10.32227025,9.311149974,,,0
Nigeria,1963,,,,,1.1,1500
Nicaragua,1963,,30.24250805,28.82429093,,,625
Netherlands,1963,,,,,4.01,0
Norway,1963,,,,,3.21,500
Nepal,1963,,,,,,0
New Zealand,1963,,,,,2.2,0
Pakistan,1963,,15.81262471,8.176129149,,3.65,750
Panama,1963,,60.09120284,52.6594303,,,0
Peru,1963,,21.5793248,18.44707556,,3.32,500
Philippines,1963,,,,,1.86,0
Poland,1963,,,,,,312
Portugal,1963,,,,,3.96,312
Paraguay,1963,,12.97444803,11.56040685,,2.4,312
Romania,1963,,,,,,0
Rwanda,1963,,12.65625156,5.9375,,,.
Saudi Arabia,1963,,,,,5.9,0
Sudan,1963,,18.04463337,16.70563231,,2.15,1250
Senegal,1963,,15.84394402,12.07660837,,,0
Sierra Leone,1963,,,,,0.76,.
El Salvador,1963,,,,,,0
Somalia,1963,,25.97315723,15.86887069,,0.29,0
Sweden,1963,,19.80365843,19.95775868,,3.97,0
Chad,1963,,19.21199442,12.94827503,,,812
Togo,1963,,29.8155255,25.41751761,,0.84,2125
Thailand,1963,,18.37508341,15.13425622,,2.62,1500
Trinidad and Tobago,1963,,,,,,.
Tunisia,1963,,,,,1.51,0
Tanzania,1963,,,,,,.
Tanzania,1963,,,,,,.
Uganda,1963,,23.88054549,28.29093937,,0.37,.
Uruguay,1963,,12.01716738,12.01716738,,,0
South Africa,1963,,20.13414162,24.84199665,,2.06,2125
Afghanistan,1964,,18.05555539,8.888892562,,,0
Albania,1964,,,,,,0
Argentina,1964,,5.563714075,5.563715605,,1.15,1812
Australia,1964,,13.74052986,14.91223942,,2.65,0
Austria,1964,,,,,1.89,250
Burundi,1964,,12.08053731,14.0939593,,0.45,.
Belgium,1964,,,,,3.21,250
Benin,1964,,12.24316515,5.137338272,,2.18,1875
Burkina Faso,1964,,11.51843946,2.798836183,,2.61,0
Bulgaria,1964,,,,,,312
Bolivia,1964,,23.47207179,20.3001702,,,4687
Brazil,1964,,5.744808695,6.460996665,,2.01,3312
Central African Republic,1964,,40.80459028,28.44826939,,,0
Canada,1964,,18.06267723,19.03340531,,3.4,1562
Switzerland,1964,,,,,2.54,0
Chile,1964,,13.22681423,12.24914375,,2.64,0
China,1964,,2.864140418,3.768963875,,,0
Cameroon,1964,,,,,,0
Colombia,1964,,12.65162081,11.95749707,,3.18,312
Costa Rica,1964,,28.56825802,24.41937538,,,0
Cuba,1964,,,,,,1250
Cyprus,1964,,,,,,1250
Denmark,1964,,,,,2.84,0
Dominican Republic,1964,,28.03237403,19.69578975,,3.78,1375
Algeria,1964,,29.43976253,25.08405873,,3.5,.
Ecuador,1964,,10.14445815,8.90005389,,1.91,500
Spain,1964,,,,,1.93,0
Ethiopia,1964,,,,,2.92,1250
Finland,1964,,,,,1.86,250
France,1964,,12.91074836,13.09448096,,4.54,0
Gabon,1964,,35.95148158,41.89186987,,,2562
United Kingdom,1964,,,,,6.6,1750
Ghana,1964,,23.86731392,19.90291262,,1.92,875
Guinea,1964,,,,,,0
Greece,1964,,16.71815632,7.646627168,,3.57,0
Guatemala,1964,,18.08944793,15.3875772,,1.0,1250
Honduras,1964,,24.74835886,22.4726477,,1.28,0
Haiti,1964,,,,,,1500
Hungary,1964,,,,,,0
Indonesia,1964,,13.0651153,12.25205019,,,0
India,1964,,5.684997747,3.725551173,,3.82,4000
Ireland,1964,,,,,1.3,0
Iraq,1964,,,,,7.96,3125
Iceland,1964,,,,,,0
Israel,1964,,,,,8.98,250
Italy,1964,,,,,2.73,1750
Jamaica,1964,,38.97769914,33.45734998,,,.
Jordan,1964,,,,,14.84,0
Japan,1964,,,,,0.88,250
Kenya,1964,,29.21223094,33.38941315,,0.59,.
Cambodia,1964,,15.69343204,14.96350392,,,0
Kuwait,1964,,,,,,.
Lebanon,1964,,,,,3.66,312
Liberia,1964,,,,,,0
Libya,1964,,,,,1.84,1000
Sri Lanka,1964,,26.72173969,24.61552213,,0.85,500
Luxembourg,1964,,,,,1.25,0
Morocco,1964,,19.13706946,19.49014908,,2.84,1750
Madagascar,1964,,19.92784356,13.30279745,,1.46,0
Mexico,1964,,9.853426295,7.633067729,,0.68,312
Mali,1964,,,,,2.87,0
Malta,1964,,,,,,.
Mongolia,1964,,,,,,312
Mauritania,1964,,15.62599304,34.51286462,,,0
Malawi,1964,,,,,,.
Malaysia,1964,,42.34762428,44.08208135,,3.16,1250
Niger,1964,,14.09864073,9.26666053,,,1875
Nigeria,1964,,,,,1.23,625
Nicaragua,1964,,30.4999858,28.87396635,,,125
Netherlands,1964,,,,,3.93,250
Norway,1964,,,,,3.12,0
Nepal,1964,,,,,,1250
New Zealand,1964,,,,,2.47,0
Pakistan,1964,,15.40385702,7.722101186,,3.87,2375
Panama,1964,,56.94485835,52.47479989,,,0
Peru,1964,,18.79949597,18.51272016,,3.34,1250
Philippines,1964,,,,,1.7,0
Poland,1964,,,,,,250
Portugal,1964,,,,,4.11,1187
Paraguay,1964,,14.33569152,12.25608334,,2.4,312
Romania,1964,,,,,,0
Rwanda,1964,,12.6153852,12.00000055,,,.
Saudi Arabia,1964,,,,,5.97,1875
Sudan,1964,,17.93545718,15.53578817,,3.14,1187
Senegal,1964,,16.03454123,11.97278632,,,0
Sierra Leone,1964,,29.51622382,29.0769943,,0.78,.
El Salvador,1964,,,,,,0
Somalia,1964,,30.43608846,15.98045227,,0.33,250
Sweden,1964,,20.14581901,20.29584621,,3.87,0
Chad,1964,,21.32945252,13.72762199,,,0
Togo,1964,,35.5796924,35.0724427,,2.16,0
Thailand,1964,,18.77520984,17.35483085,,2.43,0
Trinidad and Tobago,1964,,,,,,.
Tunisia,1964,,,,,1.74,0
Tanzania,1964,,,,,,.
Uganda,1964,,23.09612784,29.8978575,,0.65,.
Uruguay,1964,,11.34328358,11.94029851,,,875
South Africa,1964,,22.14285714,23.80562061,,2.7,1250
Zambia,1964,,,,,,.
Afghanistan,1965,,21.41280348,11.25827913,,,0
Albania,1965,,,,,,0
Argentina,1965,,4.150582972,6.225874438,,1.07,625
Australia,1965,,15.24166774,13.19794766,,2.95,0
Austria,1965,,,,,1.51,0
Burundi,1965,,12.53428946,10.3479635,,1.35,.
Belgium,1965,,,,,2.97,562
Benin,1965,,14.90571057,7.267563064,,2.11,5625
Burkina Faso,1965,,11.37662058,4.652596543,,1.52,0
Bulgaria,1965,,,,,,250
Bolivia,1965,,26.68523677,21.46239554,,,6062
Brazil,1965,,5.388870674,7.503164431,,3.35,125
Central African Republic,1965,,37.66937669,27.10026829,,,0
Canada,1965,,18.64839927,18.33699704,,2.93,312
Switzerland,1965,,,,,2.47,0
Chile,1965,,12.65400206,13.27750428,,2.89,1000
China,1965,,3.189158016,3.638985006,,,0
Cameroon,1965,,24.26064636,23.75939244,,,0
Colombia,1965,,9.709363841,12.13463828,,3.19,1812
Costa Rica,1965,,33.1882381,22.56331818,,,0
Cuba,1965,,,,,,250
Cyprus,1965,,,,,,1250
Denmark,1965,,,,,2.83,125
Dominican Republic,1965,,20.26798784,16.30447022,,4.21,4312
Algeria,1965,,25.83307835,22.60394356,,3.42,.
Ecuador,1965,,10.29048109,8.979657187,,2.07,812
Spain,1965,,,,,1.88,250
Ethiopia,1965,,,,,3.23,0
Finland,1965,,,,,1.8,0
France,1965,,12.38517704,13.56939101,,4.4,312
Gabon,1965,,37.2972973,43.24324324,,,0
United Kingdom,1965,,,,,6.44,125
Ghana,1965,,26.73942701,17.12141883,,1.73,250
Guinea,1965,,,,,,0
Greece,1965,,17.01907716,7.651572504,,3.5,2312
Guatemala,1965,,19.61093733,16.78684218,,1.4,2187
Honduras,1965,,26.81608179,27.26825912,,1.23,0
Haiti,1965,,,,,,1562
Hungary,1965,,,,,,250
Indonesia,1965,,5.735976381,5.276254745,,,5375
India,1965,,5.211561589,3.307472781,,3.87,5187
Ireland,1965,,,,,1.33,0
Iraq,1965,,,,,8.87,3125
Iceland,1965,,,,,,0
Israel,1965,,,,10.05155498,8.57,125
Italy,1965,,,,,2.75,0
Jamaica,1965,,36.86635945,33.28052995,,,.
Jordan,1965,,,,,13.41,0
Japan,1965,,,,,0.9,125
Kenya,1965,,30.69585598,31.39731521,,0.99,.
Cambodia,1965,,12.5,11.51315789,,,0
Kuwait,1965,,23.09746328,67.69025367,,,.
Lebanon,1965,,,,,3.89,0
Liberia,1965,,,,,1.18,0
Libya,1965,,,,,1.86,0
Sri Lanka,1965,,25.49480455,25.90301831,,0.85,0
Luxembourg,1965,,,,,1.22,0
Morocco,1965,,16.89008043,18.16353887,,2.43,812
Madagascar,1965,,19.99999888,13.21170446,,1.59,0
Mexico,1965,,9.522673993,7.634249084,,0.59,0
Mali,1965,,,,,2.52,0
Malta,1965,,,,,,.
Mongolia,1965,,,,,,0
Mauritania,1965,,14.93304148,33.4476296,,,0
Malawi,1965,,,,,0.7,.
Malaysia,1965,,40.4198895,44.89502762,,4.01,1750
Niger,1965,,14.01556848,9.484851018,,,0
Nigeria,1965,,,,,1.4,1187
Nicaragua,1965,,32.40707891,29.30051867,,,0
Netherlands,1965,,,,,3.57,0
Norway,1965,,,,,3.4,0
Nepal,1965,,13.92359896,7.765084037,,,0
New Zealand,1965,,,,,2.36,0
Pakistan,1965,,16.98601027,7.05507349,,5.9,312
Panama,1965,,58.23361412,54.43834633,,,437
Peru,1965,,18.99302579,15.67065689,,3.1,1500
Philippines,1965,,,,,1.55,1375
Poland,1965,,,,,,0
Portugal,1965,,,,,3.81,750
Paraguay,1965,,15.75180706,14.95741788,,2.63,0
Romania,1965,,,,,,0
Rwanda,1965,,16.93548615,12.09677582,,,.
Saudi Arabia,1965,,,,,7.69,0
Sudan,1965,,15.04565304,14.23183803,,4.12,3937
Senegal,1965,,14.93291962,12.01893637,,,0
Singapore,1965,,134.3041963,123.2370291,,,.
Sierra Leone,1965,,31.28165173,28.86638099,,0.72,.
El Salvador,1965,,28.81101034,26.38654696,,0.74,0
Somalia,1965,,20.63875597,17.15205914,,0.3,0
Sweden,1965,,20.74627567,19.87699265,,3.91,0
Chad,1965,,17.81303858,13.500255,,,0
Togo,1965,,31.11177107,31.98192597,,1.9,0
Thailand,1965,,18.06114306,16.85509512,,2.33,1250
Trinidad and Tobago,1965,,,,,,.
Tunisia,1965,,14.39554103,19.04670382,,1.29,0
Tanzania,1965,,,,,,.
Uganda,1965,,24.35897436,25.57771447,,1.13,.
Uruguay,1965,,11.47540984,18.39708561,,,250
South Africa,1965,,23.22442421,22.29244778,,2.63,250
Zambia,1965,,,,,,.
Zimbabwe,1965,,,,,1.19,.
Afghanistan,1966,,18.57142854,8.571428776,,,0
Albania,1966,,,,,,0
Argentina,1966,,4.989688034,6.652917384,,1.17,3000
Australia,1966,,15.10540563,12.91116397,,3.45,312
Austria,1966,,,,,1.62,0
Burundi,1966,,12.99218038,10.77615982,,1.38,.
Belgium,1966,,,,,3.11,562
Benin,1966,,16.19606297,6.84654487,,1.9,1875
Burkina Faso,1966,,11.64848834,5.05173085,,1.65,2000
Bulgaria,1966,,,,,,0
Bolivia,1966,,26.47798742,21.25786164,,,0
Brazil,1966,,5.7330902,6.530203908,,3.02,437
Botswana,1966,,50.94850949,29.26829268,,,.
Central African Republic,1966,,42.5257732,28.35051546,,,2125
Canada,1966,,19.29600369,19.1121454,,2.68,125
Switzerland,1966,,,,,2.53,0
Chile,1966,,13.40459475,14.34025014,,2.74,750
China,1966,,3.235029385,3.494467094,,,500
Cameroon,1966,,23.57723647,20.99473486,,,0
Colombia,1966,,14.34672853,9.981578768,,3.17,1562
Costa Rica,1966,,30.77371657,24.78080519,,,0
Cuba,1966,,,,,,562
Cyprus,1966,,,,,,0
Denmark,1966,,29.61402948,28.04137443,,2.64,250
Dominican Republic,1966,,25.33794085,16.3431243,,3.46,3750
Algeria,1966,,24.653572,25.98619752,,3.51,.
Ecuador,1966,,11.1143692,10.48569999,,1.82,3000
Spain,1966,,,,,2.08,1062
Ethiopia,1966,,,,,3.11,0
Finland,1966,,,,,1.71,0
France,1966,,12.9898824,13.59355758,,4.29,2812
Gabon,1966,,39.56952642,39.73510592,,,0
United Kingdom,1966,,,,,6.25,0
Ghana,1966,,19.63109354,14.62450593,,2.23,1875
Guinea,1966,,,,,,0
Greece,1966,,15.62064636,9.348094001,,3.58,1375
Guatemala,1966,,19.13424894,18.94010211,,1.37,4000
Guyana,1966,,60.15946502,54.98971193,,,.
Honduras,1966,,30.07546141,28.62078371,,1.18,0
Haiti,1966,,,,,,0
Hungary,1966,,,,,,0
Indonesia,1966,,22.09559987,12.75720165,,,4000
India,1966,,6.671686852,4.14255066,,3.57,9437
Ireland,1966,,,,,1.23,1687
Iraq,1966,,,,,8.52,4250
Iceland,1966,,,,,,0
Israel,1966,,,,8.659391931,9.43,312
Italy,1966,,,,,2.99,1000
Jamaica,1966,,35.86928772,37.45213173,,,.
Jordan,1966,,,,,19.49,312
Japan,1966,,,,,0.88,312
Kenya,1966,,30.87280225,32.41163352,,1.13,.
Cambodia,1966,,12.8125,7.8125,,,1875
Kuwait,1966,,24.3559719,65.69086651,,,.
Lebanon,1966,,,,,4.16,562
Liberia,1966,,,,,1.15,0
Libya,1966,,,,,2.91,0
Sri Lanka,1966,,25.8486266,22.37015713,,0.87,312
Lesotho,1966,,56.54320988,10.86419753,,,.
Luxembourg,1966,,,,,1.21,0
Morocco,1966,,19.37345425,18.96125309,,2.68,0
Madagascar,1966,,23.19806683,17.29471531,,1.54,0
Mexico,1966,,9.013848684,7.471019737,,0.58,625
Mali,1966,,,,,2.41,0
Malta,1966,,,,,,.
Mongolia,1966,,,,,,0
Mauritania,1966,,14.54075519,34.08429037,,,0
Malawi,1966,,,,,0.65,.
Malaysia,1966,,38.56385742,42.51272992,,4.73,0
Niger,1966,,16.08575368,12.45271437,,,0
Nigeria,1966,,,,,1.1,6062
Nicaragua,1966,,34.12060905,27.11517043,,,750
Netherlands,1966,,,,,3.37,687
Norway,1966,,,,,3.57,0
Nepal,1966,,8.756693914,5.644810953,,,0
New Zealand,1966,,,,,2.64,0
Pakistan,1966,,12.28715913,6.90692613,,6.73,312
Panama,1966,,60.32293211,55.78788652,,,750
Peru,1966,,19.16449058,15.56312651,,2.84,0
Philippines,1966,,,,,1.65,625
Poland,1966,,,,,,625
Portugal,1966,,,,,3.85,0
Paraguay,1966,,16.14255051,13.24656741,,2.92,125
Romania,1966,,,,,,0
Rwanda,1966,,19.99816722,11.27936869,,,.
Saudi Arabia,1966,,,,,11.32,0
Sudan,1966,,13.94853937,14.3161153,,3.53,0
Senegal,1966,,15.95701911,12.72699641,,,0
Singapore,1966,,130.4999404,123.2779168,,,.
Sierra Leone,1966,,31.61819538,27.77777778,,0.69,.
El Salvador,1966,,29.77881057,24.66219124,,0.71,437
Somalia,1966,,22.57398259,14.95866493,,0.35,0
Sweden,1966,,20.1886446,19.4866675,,3.86,0
Chad,1966,,17.96321924,13.91261553,,,0
Togo,1966,,31.22353316,38.88588442,,1.34,0
Thailand,1966,,17.94586899,17.61438131,,2.17,1250
Trinidad and Tobago,1966,,,,,,.
Tunisia,1966,,13.48581885,21.04300091,,1.32,0
Tanzania,1966,,,,,,.
Uganda,1966,,25.32526475,25.56732224,,1.44,.
Uruguay,1966,,11.48717949,17.12820513,,,0
South Africa,1966,,20.1162447,21.97813023,,2.7,312
Zambia,1966,,,,,,.
Zimbabwe,1966,,,,,1.32,.
Afghanistan,1967,,14.20982704,6.772908423,,,0
Albania,1967,,,,,,0
Argentina,1967,,4.997064147,7.495596226,,1.4,500
Australia,1967,,13.86998271,12.86192561,,3.79,0
Austria,1967,,,,,1.61,0
Burundi,1967,,11.88577655,10.80058971,,1.33,0
Belgium,1967,,,,,3.13,125
Benin,1967,,19.77226627,7.66582205,,1.98,2125
Burkina Faso,1967,,13.92730705,4.928506232,,1.33,0
Bulgaria,1967,,,,,,0
Bolivia,1967,,26.01626016,22.4969373,,,1562
Brazil,1967,,5.677192175,5.677192175,,2.86,1375
Botswana,1967,,50.77349314,24.61384796,,,0
Central African Republic,1967,,46.89823821,26.30272953,,,0
Canada,1967,,19.23986171,19.99652514,,2.75,0
Switzerland,1967,,,,,2.38,0
Chile,1967,,12.90646916,14.04770458,,2.71,562
China,1967,,2.976256828,3.277226619,,,12875
Cameroon,1967,,22.57924437,20.62527266,,,0
Colombia,1967,,10.34152229,11.21248698,,3.12,1875
Costa Rica,1967,,31.21992207,24.88184845,,,0
Cuba,1967,,,,,,0
Cyprus,1967,,,,,,1500
Denmark,1967,,28.8088085,26.73702058,,2.59,250
Dominican Republic,1967,,25.0096637,18.08078856,,3.19,625
Algeria,1967,,21.63176932,23.43441677,,3.02,1875
Ecuador,1967,,12.03159257,10.10718657,,1.8,312
Spain,1967,,,,,1.85,5750
Ethiopia,1967,,,,,2.49,1250
Finland,1967,,,,,1.62,0
France,1967,,13.11742699,13.48930705,,4.3,1000
Gabon,1967,,48.05390719,48.05390719,,1.11,0
United Kingdom,1967,,,,,6.24,625
Ghana,1967,,19.94680851,17.42021277,,,1875
Guinea,1967,,,,,,0
Greece,1967,,15.2281928,8.994972044,,4.35,5125
Guatemala,1967,,19.51152391,16.20915033,,1.46,2437
Guyana,1967,,59.79308723,57.44180578,,,0
Honduras,1967,,30.54673132,28.52365825,,1.14,0
Haiti,1967,,,,,,1875
Hungary,1967,,,,,,0
Indonesia,1967,,16.86718566,8.775654636,,,3062
India,1967,,5.946617673,4.034444995,,3.22,13437
Ireland,1967,,,,,1.19,0
Iraq,1967,,,,,8.43,0
Iceland,1967,,,,,,0
Israel,1967,,,,4.883897593,15.44,1500
Italy,1967,,,,,2.77,1562
Jamaica,1967,,36.8053885,36.0476305,,,0
Jordan,1967,,,,,23.49,125
Japan,1967,,,,,0.84,1875
Kenya,1967,,29.37301227,28.46433439,,1.3,1250
