Year,Country,PI,GDPPC,GDP_Growth,GINI,Gov_Debt,Inflation,Life_Exp,Unemployment,Edu
2000,Austria,375,33790.48499,2.667983531,29.9,,2.243366315,76.66829268,4.34,8.81
2000,Burundi,1875,354.1161809,-7.920000004,,128.9192191,19.26325364,44.059,2.892,2.18
2000,Belgium,0,31329.89207,2.38475728,28.4,125.5765909,1.467966991,76.84073171,9.34,10.0
2000,Benin,0,804.350333,6.04519865,,,14.46254822,55.295,1.237,2.61
2000,Bangladesh,0,559.6892306,5.121277897,32.9,,10.29781179,59.467,2.464,3.68
2000,Bulgaria,125,4025.645827,2.862019072,,,62.05483368,71.05341463,11.1,8.86
2000,Bahrain,0,20403.37053,3.929991545,,16.98645162,2.704034751,73.799,1.128,7.1
2000,Belize,0,4968.793189,0.731558306,,27.57878886,2.889615844,69.887,12.48,9.4
2000,Bolivia,1687,1866.652933,4.678276597,,57.41137939,10.19320676,59.534,2.752,7.83
2000,Brazil,812,6524.518853,4.223793634,59.6,,66.00703355,67.919,7.09,5.58
2000,Barbados,0,14219.10438,2.013998,,,1.878862794,73.298,19.66,8.88
2000,Botswana,0,4271.470886,7.030410248,,10.97207607,10.51254608,55.059,21.35,8.24
2000,Central African Republic,0,478.3438948,7.200045558,,,19.18940397,47.35,5.442,2.99
2000,Canada,437,32612.23203,2.693976276,31.5,77.31262198,2.148760331,77.97731707,9.49,10.71
2000,Switzerland,0,67264.91129,0.480866449,,22.49520878,1.799827769,78.41707317,3.09,9.83
2000,Chile,0,7277.561894,8.933295869,,17.37231577,8.232630341,74.609,4.7,8.78
2000,China,875,1520.029469,10.95395434,,,16.79122517,70.008,3.0,6.79
2000,Cameroon,0,1049.706663,2.894001377,,106.2809792,9.069690719,53.222,7.968,5.0
2000,Colombia,8687,4170.457695,5.202437593,,,20.89179302,69.933,8.72,6.47
2000,Costa Rica,125,6867.637672,4.153953048,45.7,,23.18649811,76.552,5.18,7.42
2000,Cuba,250,3348.476634,2.457201172,,,,74.623,8.27,8.8
2000,Cyprus,0,19452.57422,8.362469305,,,2.61581788,75.133,2.6,9.6
2000,Germany,0,31628.15981,1.544146496,28.7,,1.706160413,76.42195122,8.16,9.44
2000,Denmark,0,43310.25009,3.027587267,23.0,,2.083608424,75.21268293,6.99,10.04
2000,Algeria,1875,2862.107868,3.79999479,35.3,,29.77962649,67.454,31.84,5.41
2000,Ecuador,4937,4374.268716,2.252548774,,,22.93413441,71.041,4.632,7.1
2000,Spain,3500,20001.7908,2.757494046,35.7,57.88357149,4.673803376,77.98073171,22.68,8.11
2000,Estonia,0,7137.530776,,,,28.77661372,67.54390244,9.66,10.38
2000,Finland,0,29912.89797,4.21686747,23.5,,0.791239407,76.4095122,17.0,8.59
2000,Fiji,2750,3786.078553,2.499998538,,,2.165647214,66.286,4.778,10.11
2000,France,125,29745.12873,2.106629158,,,1.796481421,77.75121951,11.83,8.82
2000,Gabon,0,8524.419156,4.973847763,,,9.646531041,60.704,17.62,6.25
2000,United Kingdom,375,33009.30415,2.531670045,35.5,88.53758606,2.697495183,76.83658537,8.69,9.44
2000,Ghana,0,931.1804337,4.112418972,,,59.4615537,56.565,6.451,5.89
2000,Greece,0,15946.75512,2.099719416,37.0,,8.93451416,77.58536585,9.06,8.73
2000,Guatemala,750,2965.885979,4.948547502,,11.40499902,8.411413123,64.195,2.664,3.8
2000,Guyana,0,3342.172075,5.031446558,,,12.21052632,63.136,11.884,7.68
2000,Honduras,0,1722.533042,6.189304558,55.5,,29.46452923,67.139,3.24,5.26
2000,Croatia,0,7305.939776,,,,3.95010395,72.08439024,10.18,9.08
2000,Haiti,5625,1291.07739,9.897707488,,,27.60818517,55.547,7.301,3.92
2000,Hungary,0,7675.578171,1.489525476,,86.11386343,28.30546837,69.79170732,10.17,10.41
2000,Indonesia,3437,1922.352118,8.220007399,,30.80432488,9.420323216,65.237,4.597,4.62
2000,India,125,618.1392879,7.574491838,,47.4916413,10.22488616,60.596,7.014,4.12
2000,Ireland,0,28192.77549,9.634421619,37.0,,2.52486728,75.46980488,11.97,10.39
2000,Iraq,0,1949.578297,2.120021498,,,387.3108478,66.464,9.021,5.09
2000,Iceland,0,34188.35059,,,46.34465767,1.651231501,77.98439024,5.2,9.23
2000,Israel,375,25872.23042,,,99.85811749,9.931446651,77.45121951,8.78,11.07
2000,Italy,0,29265.08905,2.886836759,35.2,,5.23542258,78.17073171,11.66,8.27
2000,Jamaica,0,5209.815947,2.349957041,,83.86118418,19.90874884,71.549,7.106,8.18
2000,Jordan,0,3521.052307,6.200874444,,105.0628884,2.353124513,70.87,14.6,7.58
2000,Japan,0,30171.16379,2.630999616,,60.77122237,-0.127899045,79.53609756,3.2,10.51
2000,Kazakhstan,3125,3700.753935,-8.200000001,,,176.1552989,63.5,10.98,9.34
2000,Kenya,0,1225.143873,4.406216525,,,1.554328161,55.617,3.171,5.26
2000,Cambodia,0,378.9223782,9.903468901,,,-0.798944338,56.308,0.785,3.27
2000,Kuwait,0,33683.48004,4.858291252,,,2.686727566,75.537,0.699,6.11
2000,Liberia,0,,,,,,43.917,2.211,3.08
2000,Sri Lanka,3125,1625.571068,5.500085234,35.4,94.6498206,7.674848734,72.26,12.27,9.35
2000,Lesotho,0,647.5183783,3.290938546,,,9.270833333,56.723,17.057,5.66
2000,Lithuania,0,4936.020215,,,,39.64762903,69.00634146,17.54,9.17
2000,Luxembourg,0,74896.09658,1.432199989,28.3,,1.86769425,76.51219512,2.92,9.22
2000,Latvia,250,4969.82308,,,,24.97593553,66.39121951,19.0,8.99
2000,Morocco,250,1692.847046,-5.405447872,,68.39491528,6.123581648,64.736,13.612,3.4
2000,Maldives,0,5556.257419,,,47.35205809,5.488861332,67.476,0.79,4.11
2000,Mexico,4062,8049.743231,-5.910299624,,30.74349889,34.99927129,71.646,7.1,7.2
2000,Mali,0,494.5902322,0.921022398,,,13.44176968,47.816,1.282,1.01
2000,Malta,0,12344.82635,6.342493183,,,4.426645503,77.2902439,6.296,9.36
2000,Mongolia,0,1431.460923,6.376426886,33.2,37.07128268,0.043516101,60.612,5.5,7.84
2000,Mozambique,562,217.0596892,2.122893806,,,,46.04,2.771,0.93
2000,Mauritania,0,1377.926592,9.819800419,37.7,,6.543790685,60.259,9.982,3.12
2000,Mauritius,0,4562.746928,4.287736571,,32.86860594,6.029331885,70.32585366,9.59,6.83
2000,Malawi,0,386.7008137,16.7288173,,,83.32577475,43.641,4.752,3.06
2000,Malaysia,0,5826.870847,9.829085197,48.5,41.06970284,3.450575096,72.384,3.15,8.39
2000,Namibia,0,2939.49125,3.899014221,,,,58.634,21.051,6.05
2000,Niger,0,418.2441133,2.457244122,,,10.56328867,45.774,1.433,1.23
2000,Nicaragua,0,1214.096252,5.911907957,,,,65.608,7.102,5.02
2000,Netherlands,125,33696.74383,3.116035986,,,1.923220035,77.40463415,7.16,10.56
2000,Norway,250,58380.56847,4.155642995,26.0,,2.460367787,77.73658537,6.31,10.72
2000,Nepal,0,476.4531924,3.468451893,35.2,66.18364321,7.622969507,59.318,10.499,2.65
2000,New Zealand,0,27994.03701,4.722081044,,,3.754944137,76.73414634,6.46,11.68
2000,Pakistan,312,1040.288297,4.962609146,,,12.34357852,59.878,0.647,3.36
2000,Panama,0,6112.472797,1.751678793,57.8,,0.994206983,72.385,6.062,8.43
2000,Peru,9312,3146.045137,7.411395047,,,11.12870297,67.644,4.544,7.88
2000,Philippines,3500,1725.502381,4.625225117,,53.47117815,6.83199611,68.223,3.651,7.56
2000,Papua New Guinea,0,2411.85775,-3.312448778,,53.66200139,17.28093268,61.049,2.863,3.31
2000,Poland,0,5628.446239,7.102865538,,,27.95138856,71.89268293,13.7,9.86
2000,Portugal,0,15788.98311,4.28278046,,,4.222816141,75.31219512,7.06,6.69
2000,Paraguay,2500,4421.910046,6.822810304,58.2,,13.42541436,69.009,3.4,6.25
2000,Qatar,0,,,,,2.956521739,74.25,0.822,6.13
2000,Romania,0,4570.185131,6.233511484,,,32.24248473,69.45609756,8.01,9.7
2000,Rwanda,250,304.7323231,35.22407831,,,,39.969,11.824,2.66
2000,Saudi Arabia,0,17887.24268,0.212091345,,,4.868431031,71.011,5.994,6.34
2000,Sudan,0,1507.841187,5.997092261,,,68.37519295,51.991,15.582,2.52
2000,Senegal,1875,984.8240799,5.468584858,,,7.864007846,56.839,5.555,2.2
2000,Singapore,0,30379.89911,7.175401121,,72.78049031,1.720533848,76.29512195,3.3,7.98
2000,Sierra Leone,3250,416.7161348,-7.999752327,,,,42.716,3.49,2.46
2000,El Salvador,0,2780.048977,4.734081402,49.9,,10.02965645,66.33,7.65,5.42
2000,Slovenia,0,13276.07309,,,,13.46372962,73.95853659,7.15,11.05
2000,Sweden,0,34648.11892,3.935192926,25.2,,2.455148578,78.7404878,8.9,11.18
2000,Togo,0,659.9907789,7.845832319,,,16.43350345,54.037,3.845,4.31
2000,Thailand,0,3595.064582,8.120315346,,4.610094712,5.818181818,70.948,1.1,5.5
2000,Tajikistan,0,455.385589,-12.41632223,,,,59.338,10.3,10.47
2000,Tonga,0,3257.5501,7.378535826,,,1.460006304,68.17,1.965,9.33
2000,Trinidad and Tobago,312,7034.852561,3.809913144,,,5.182205395,69.17,17.22,9.0
2000,Tunisia,0,2289.397385,2.351669851,41.7,57.51826787,6.244150287,71.988,15.982,5.07
2000,Uganda,0,440.9026767,11.52324381,,,6.55014019,46.567,3.298,3.97
2000,Ukraine,0,1497.810059,-12.2,39.3,,376.7461748,66.74195122,5.62,10.15
2000,Uruguay,0,9765.152879,-1.447598969,,,42.2483198,73.896,10.02,7.57
2000,South Africa,0,4392.070041,3.100000001,,44.86861899,8.680444226,62.262,20.75,8.29
2000,Zambia,0,777.0233024,2.897668893,,155.2792246,34.92958742,45.553,16.858,6.01
2000,Zimbabwe,437,1609.94311,0.158025687,,,,50.531,5.654,6.7
2005,Afghanistan,4437,,,,,,55.298,8.054,2.86
2005,Albania,0,1960.88246,6.946216592,,,0.050018136,75.404,19.028,9.48
2005,United Arab Emirates,0,61187.76975,10.85270421,,,,74.38,2.25,8.43
2005,Argentina,375,10672.72204,-0.788998939,51.1,,,73.926,15.0,8.73
2005,Armenia,0,1249.612129,5.900000003,,,-0.790883769,70.624,11.055,10.44
2005,Australia,312,45858.58009,3.921517829,,29.52281212,4.457435148,79.23414634,6.28,11.07
2005,Austria,0,38842.89052,3.375722147,29.0,64.73978224,2.344862854,78.12682927,4.69,8.97
2005,Burundi,1875,310.0067109,-0.856864058,,,24.43202421,47.514,2.998,2.56
2005,Belgium,250,35674.79125,3.716679384,33.1,109.6474721,2.544517762,77.72195122,6.59,10.29
2005,Benin,0,888.7301846,5.857714205,,,4.165404423,56.578,0.843,3.11
2005,Bangladesh,0,646.0377635,5.293294719,33.4,,2.208256209,65.779,3.27,4.48
2005,Bulgaria,0,3721.303491,4.587226859,,61.57245826,10.31626213,71.66341463,16.22,9.28
2005,Bahrain,125,21713.53805,5.300070056,,25.74501489,-0.704852953,75.496,1.117,7.48
2005,Belize,0,5657.456684,12.24061403,,,3.067439669,68.564,10.869,10.08
2005,Bolivia,1875,2017.394609,2.507810809,61.6,60.10919774,4.608229989,62.346,2.373,8.29
2005,Brazil,125,6745.857771,4.387949447,,,7.044141059,69.737,10.53,6.52
2005,Barbados,0,16683.45065,4.447189623,,,2.435813035,74.089,9.35,8.81
2005,Botswana,0,4917.232089,1.987695834,,,8.601485149,51.011,15.88,8.82
2005,Central African Republic,0,445.803293,-2.48943244,,,3.203400916,45.406,5.297,3.29
2005,Canada,0,37923.48646,5.177635668,33.4,58.73797424,2.719439957,79.16682927,6.83,10.95
2005,Switzerland,0,73749.9388,3.958719719,33.4,25.77790616,1.558529197,79.6804878,2.66,9.78
2005,Chile,0,8549.079073,4.971621489,52.8,13.14564,3.843272957,76.87,10.49,9.07
2005,China,875,2193.896866,8.490093404,,,0.347811227,71.881,3.26,7.38
2005,Cameroon,0,1137.624527,3.832417794,,,1.22719013,52.932,7.591,5.46
2005,Colombia,7187,4003.985169,2.924861482,58.7,17.70902168,9.225348186,71.32,20.52,6.9
2005,Costa Rica,0,7646.027372,3.868718091,47.4,38.50184887,10.96154966,77.586,5.08,7.7
2005,Cuba,0,4113.490275,5.914760019,,,,76.183,5.45,8.91
2005,Cyprus,0,22382.49609,5.965310315,,,4.141657647,76.568,4.97,9.94
2005,Germany,312,34490.07577,2.912502964,28.8,,1.440268387,77.92682927,7.92,10.06
2005,Denmark,0,49241.928,3.746862595,23.8,,2.903282032,76.59268293,4.48,10.77
2005,Algeria,1875,3138.230019,3.800000002,,,0.339163189,70.478,29.77,5.67
2005,Ecuador,3562,4227.552516,1.091801564,56.4,,96.09637569,72.839,4.8,7.1
2005,Spain,3375,23937.96855,5.245943824,34.1,56.41656756,3.433515634,78.96585366,13.79,8.93
2005,Estonia,0,9960.139039,10.08763444,,4.066987003,4.018489525,70.41707317,13.36,11.41
2005,Finland,0,37884.39132,5.773362458,27.2,,3.042100807,77.46585366,11.13,9.09
2005,Fiji,0,4000.854363,-1.699998416,,,1.0921646,66.31,4.912,9.76
2005,France,1062,33592.46683,3.923669227,32.6,58.29925233,1.675959887,79.05609756,10.22,9.75
2005,Gabon,0,7611.835714,-1.882966398,,,0.504920026,61.069,17.391,7.02
2005,United Kingdom,0,38918.45506,4.318727058,38.8,87.47856011,1.182956242,77.74146341,5.56,9.92
2005,Ghana,0,1020.162204,3.700000082,,,40.24093312,58.195,10.46,6.44
2005,Greece,0,18642.72127,3.91977053,34.2,119.4314572,3.151181625,77.88780488,11.24,8.89
2005,Guatemala,375,3195.388078,3.608868717,54.2,16.98382301,5.977577347,67.446,2.75,4.1
2005,Guyana,0,3788.241405,-1.363803903,,,6.14854333,64.483,11.89,8.13
2005,Honduras,125,1768.253905,7.291288159,,,11.04803493,68.662,3.855,5.65
2005,Croatia,0,8876.615724,2.956274678,,34.25029485,4.611315547,72.80780488,16.06,9.71
2005,Haiti,3812,1333.727172,0.870059259,,,9.333221976,58.365,8.408,4.33
2005,Hungary,0,8967.696269,4.479194732,,61.21142427,9.803610169,71.24634146,6.56,11.2
2005,Indonesia,1875,1845.227801,4.920067748,29.5,,3.68861916,66.433,6.08,5.15
2005,India,1875,755.482294,3.840991157,,55.0042465,4.00943591,62.669,7.77,5.03
2005,Ireland,0,41924.29325,9.403524677,33.0,38.14174826,5.5907173,76.53658537,4.32,10.66
2005,Iraq,11062,4138.18794,16.92166569,,,4.978962132,66.817,8.752,5.9
2005,Iceland,0,42174.66506,4.98504277,,58.25802059,5.136471232,79.65365854,1.94,9.67
2005,Israel,2250,29321.3254,8.671655277,,,1.03264095,78.95365854,11.1,11.34
2005,Italy,0,32350.90437,3.786955143,35.3,,2.537685321,79.77804878,10.83,8.78
2005,Jamaica,375,4920.070218,0.878703548,,98.33415571,8.171083561,70.944,6.959,9.14
2005,Jordan,0,3635.292158,4.245711921,,93.71097071,0.666880926,71.918,13.7,8.36
2005,Japan,0,31430.63113,2.764647551,,98.93382307,-0.676578684,81.07609756,4.75,10.94
2005,Kazakhstan,312,4446.451871,9.800000002,,,13.18089059,65.45,12.75,10.54
2005,Kenya,875,1187.32581,0.599695391,,,9.980025154,54.411,3.128,5.69
2005,Cambodia,0,488.0027023,9.993580323,,,-0.791992529,58.625,0.972,3.5
2005,Kuwait,0,31662.81414,4.694581871,,,1.812946139,76.722,0.8,6.09
2005,Liberia,562,763.4268725,,,,,51.356,2.123,3.49
2005,Sri Lanka,1875,2011.980471,6.000033158,,96.90403265,6.17627591,70.355,7.74,10.24
2005,Lesotho,0,727.180765,3.875546814,,,6.131975387,48.427,17.0,6.21
2005,Lithuania,0,6423.420676,3.695525421,,32.69302355,0.981615479,72.0195122,15.93,9.49
2005,Luxembourg,0,92527.71181,6.938130249,30.1,,3.15076707,77.87317073,2.35,9.55
2005,Latvia,0,6725.33754,5.675741312,,,2.654254778,70.31463415,14.21,9.34
2005,Morocco,0,1948.354614,2.582180915,40.6,,1.894634568,66.787,13.58,3.82
2005,Maldives,0,7037.197735,3.845810392,,40.86440999,-1.174756812,70.876,1.97,4.26
2005,Mexico,2000,9655.602497,5.029283994,52.6,18.19186334,9.491561494,73.569,2.65,7.66
2005,Mali,0,556.7723941,-0.060834972,,,-0.677661659,50.539,1.306,1.23
2005,Malta,0,17189.56549,19.68126938,,,2.369592875,78.34878049,6.32,9.78
2005,Mongolia,0,1557.43844,1.146062137,,78.41832771,11.59553876,62.882,6.086,7.88
2005,Mozambique,0,293.2318956,0.766234956,,,,49.491,2.886,1.08
2005,Mauritania,1875,1265.160425,-3.918025879,39.0,,3.254067458,61.028,10.049,3.55
2005,Mauritius,0,5671.02955,8.202791749,,32.11744331,4.199288256,71.66341463,9.142,6.7
2005,Malawi,0,421.8194582,1.576077624,,,29.58148846,44.518,4.923,3.48
2005,Malaysia,0,6461.991273,8.85886817,,,1.534740237,72.775,3.0,9.09
2005,Namibia,0,3082.759207,3.492183364,,,,51.99,20.3,5.72
2005,Niger,0,389.077523,-1.208477741,,,2.900149736,49.322,1.521,1.38
2005,Nicaragua,500,1429.724398,4.101590236,,,7.069913523,67.234,7.394,5.51
2005,Netherlands,0,40456.94224,4.195642498,,,2.360522338,77.98780488,2.73,10.81
2005,Norway,0,67846.59685,3.318945671,27.4,,3.085506091,78.63414634,3.46,11.02
2005,Nepal,4312,546.9316252,6.199999982,,64.57331984,2.478820207,62.614,10.604,2.97
2005,New Zealand,0,30825.9568,2.871343257,,,2.615234462,78.63658537,6.13,11.76
2005,Pakistan,0,1053.004306,4.260088011,,55.03242161,4.366664513,62.102,0.611,3.87
2005,Panama,125,7021.546436,2.715373802,56.6,,1.498961116,74.001,6.051,8.74
2005,Peru,3375,3279.35543,2.694371398,49.1,,3.757338333,70.424,4.898,8.85
2005,Philippines,3750,1831.699208,4.382504833,47.7,58.5984332,3.977125032,69.413,3.655,7.87
2005,Papua New Guinea,1875,1999.969368,-2.494841993,,57.74153126,15.59589331,61.72,2.92,3.48
2005,Poland,0,7344.120761,4.56098541,,,9.900175388,73.74878049,16.31,10.26
2005,Portugal,0,18795.03115,3.816178063,,,2.853030393,76.31463415,3.81,7.43
2005,Paraguay,125,4056.23877,-2.314140568,,,8.982159768,69.75,7.61,6.23
2005,Qatar,0,52157.76335,,,,1.650335224,74.828,0.842,6.6
2005,Romania,0,4567.239677,2.461263459,,27.84473453,45.66659404,71.16341463,6.97,10.04
2005,Rwanda,125,337.6615451,8.370876903,48.5,,3.899529803,47.129,11.936,3.23
2005,Saudi Arabia,0,17018.61189,5.625416146,,,-1.124994779,72.467,4.57,7.08
2005,Sudan,6562,1906.380859,6.34586744,,,7.121258972,58.319,15.282,2.82
2005,Senegal,0,1076.892305,3.887210958,,,0.731981982,56.943,5.582,1.92
2005,Singapore,0,34890.08114,9.038316326,,83.84229173,1.361623924,77.95121951,3.7,9.15
2005,Sierra Leone,0,400.5989343,6.652729659,,,,45.05,3.425,2.78
2005,El Salvador,125,2957.371867,1.127906977,51.5,27.37640894,2.271287568,69.865,6.96,6.59
2005,Slovenia,0,16240.65689,3.67237155,,,8.911744187,75.41219512,6.92,11.35
2005,Sweden,0,41117.15243,4.766348871,27.2,70.27831726,0.899143734,79.64390244,5.47,11.38
2005,Togo,3437,697.4441495,-0.783479606,,,1.862605955,54.742,4.057,4.75
2005,Thailand,0,3511.440361,4.455247043,42.8,21.96458651,1.591969175,72.316,2.39,5.65
2005,Tajikistan,0,430.3410037,8.324324495,,114.076118,,63.26,15.134,10.63
2005,Tonga,125,3506.266147,0.875990063,37.7,,6.327635514,68.978,4.103,9.37
2005,Trinidad and Tobago,0,9933.319685,6.901359591,,,3.555413197,69.102,12.1,9.51
2005,Tunisia,0,2827.3788,4.709972914,40.8,56.72127583,2.962307947,73.69,14.94,5.9
2005,Uganda,4062,508.7619921,3.141907338,,,3.392021585,48.342,3.552,4.33
2005,Ukraine,250,1420.116699,5.9,,43.72978743,28.20309724,67.67560976,11.71,10.45
2005,Uruguay,0,11008.63816,-1.929930635,,,4.763824727,75.025,12.63,8.07
2005,South Africa,0,4735.665532,4.200000001,57.8,39.63905838,5.338951029,58.47,20.266,7.68
2005,Zambia,0,814.7729655,3.897322943,,,26.03041179,45.231,12.93,6.16
2005,Zimbabwe,0,1676.51546,-3.059189749,,,,44.686,5.688,7.0
2010,Afghanistan,3687,363.5414692,11.22971482,,,12.68626872,58.361,8.113,3.21
2010,Albania,0,2675.508637,5.526424247,30.6,,2.366581957,76.621,15.97,9.85
2010,United Arab Emirates,0,60778.46861,4.855141196,,,,76.683,3.12,8.89
2010,Argentina,0,11141.31067,8.85165992,47.7,,,75.139,11.51,9.38
2010,Armenia,0,2312.982861,13.9,36.0,,0.638928002,71.792,10.218,10.5
2010,Australia,250,50852.1612,3.154139257,,22.4060503,2.691831683,80.84146341,5.03,11.38
2010,Austria,0,41281.27076,2.244065325,28.7,74.30583793,2.299137856,79.33170732,5.63,9.29
2010,Burundi,1875,294.7387734,0.900000001,,,13.25206992,53.023,3.189,2.88
2010,Belgium,250,38426.05191,2.321737054,29.3,96.75457719,2.781432637,78.9804878,8.44,10.59
2010,Benin,0,924.2695241,1.713164564,,,5.364520858,57.125,0.832,3.72
2010,Bangladesh,562,758.8899732,6.535944939,33.2,,7.046618162,67.299,4.25,5.24
2010,Bulgaria,0,5236.086372,7.056349601,,31.13794004,5.038838071,72.56097561,10.08,10.45
2010,Bahrain,0,22027.33131,6.768997871,,,2.586206897,76.931,1.104,7.19
2010,Belize,0,6305.35056,2.219189271,,69.97580831,-1.104310444,69.376,10.91,10.76
2010,Bolivia,0,2152.36197,4.421433127,58.5,,5.393231069,64.386,2.543,8.49
2010,Brazil,0,7325.90355,3.202132061,56.3,,6.869537209,71.753,10.55,7.29
2010,Barbados,0,17367.56328,3.955457604,,63.79162386,6.082187295,74.89,9.08,9.34
2010,Botswana,0,5360.019176,4.556645653,,,8.610225285,52.61,19.829,9.22
2010,Central African Republic,3125,436.1002651,0.908210515,,,2.883520734,46.433,5.333,3.55
2010,Canada,0,40989.52682,3.204200428,33.6,46.06165142,2.213552034,80.11268293,6.76,12.03
2010,Switzerland,0,76282.98396,2.749698985,,29.39717832,1.171954203,81.23658537,4.44,10.55
2010,Chile,0,10212.7825,5.837045715,,,3.052576214,78.016,9.34,9.67
2010,China,687,3390.716159,11.39459181,40.9,,1.776414077,74.111,4.52,7.69
2010,Cameroon,0,1250.058883,2.228270209,,,2.013539502,54.362,4.4,5.77
2010,Colombia,0,4447.566818,4.828761108,53.9,,5.051019627,73.081,11.87,7.06
2010,Costa Rica,0,8545.747274,3.976666368,47.5,,13.79829491,78.505,6.57,8.12
2010,Cuba,125,5189.928604,11.20165656,,,,77.047,1.95,9.51
2010,Cyprus,0,25629.69727,4.853003838,30.3,,2.560161323,78.101,5.3,9.28
2010,Germany,0,35310.47047,0.731707164,31.6,,1.546911148,78.93170732,11.17,11.65
2010,Denmark,0,51835.83271,2.336641308,25.2,,1.817814583,77.84390244,4.83,11.1
2010,Algeria,1562,3774.071254,5.899999997,,,1.382446567,72.061,15.27,5.54
2010,Ecuador,2125,4912.527491,5.291308267,53.1,,2.168277012,74.514,3.78,7.37
2010,Spain,0,26145.80858,3.652084192,32.4,40.26751027,3.368814098,80.17073171,9.15,10.12
2010,Estonia,0,14631.38733,9.526426972,33.4,5.181045677,4.079714232,72.56829268,8.03,11.77
2010,Finland,0,42530.61968,2.779850556,27.6,,0.62387445,78.81707317,8.38,9.51
2010,Fiji,0,4291.71551,0.700000402,,,2.365764538,66.632,3.89,9.38
2010,France,1062,35208.8558,1.66321998,29.8,65.61117387,1.745869364,80.16341463,8.49,10.12
2010,Gabon,0,7155.365485,2.676203333,42.2,,3.708333333,61.959,16.91,7.71
2010,United Kingdom,875,43007.36292,2.738842404,35.5,92.04403363,2.08913649,79.04878049,4.75,11.1
2010,Ghana,0,1140.186427,5.900003819,42.8,,15.43899202,59.76,5.609,7.01
2010,Greece,3812,22185.42455,0.599142037,34.6,127.5480281,3.545072733,79.23902439,9.99,9.9
2010,Guatemala,0,3320.157565,3.276026926,,21.60212014,9.108649857,69.168,3.053,3.97
2010,Guyana,0,3874.06814,-1.950957595,,,6.925543039,65.132,11.027,8.51
2010,Honduras,0,1953.326123,6.050599222,59.5,,8.809060748,70.104,4.91,6.03
2010,Croatia,0,11523.29783,4.307492848,,45.76526529,3.317178244,75.24463415,12.6,10.58
2010,Haiti,875,1297.085988,3.072173377,,,13.97300833,60.415,14.42,4.81
2010,Hungary,0,11278.61603,4.29427761,34.7,65.22712625,3.561517114,72.64878049,7.19,11.66
2010,Indonesia,0,2174.915221,5.692571303,34.1,,10.45319842,67.649,7.94,6.41
2010,India,125,947.7634353,7.923430621,,62.2265261,4.24634362,64.996,8.7,5.63
2010,Ireland,250,49746.05646,5.739781672,33.8,30.7738803,2.429691984,78.94390244,4.34,11.54
2010,Iraq,1812,3277.11191,1.671889624,,,36.95948092,64.844,8.718,6.31
2010,Iceland,0,48850.76586,6.124438965,29.0,84.71765917,3.987047828,81.50243902,2.55,10.42
2010,Israel,125,29503.90146,4.134076619,42.3,,1.313485114,80.15121951,11.34,11.47
2010,Italy,937,33257.7698,0.817848974,33.8,,1.985292985,80.78292683,7.73,9.15
2010,Jamaica,562,5259.644183,0.893797936,,121.0024762,15.05286589,71.044,6.767,9.66
2010,Jordan,0,4408.270261,8.146594811,,79.9498073,3.493685346,72.932,14.8,9.07
2010,Japan,375,33098.54747,1.803900872,,128.2074929,-0.282946069,81.95512195,4.45,11.3
2010,Kazakhstan,0,7155.342598,9.699999999,39.8,,7.579999291,65.86,8.13,11.6
2010,Kenya,250,1221.859289,5.90666608,46.5,,10.31277836,57.344,2.968,6.25
2010,Cambodia,0,697.7467582,13.25008691,,,6.61525912,64.293,1.13,4.1
2010,Kuwait,0,40476.29405,10.60904498,,,4.142975836,76.903,1.493,6.07
2010,Liberia,0,545.3980631,5.281212453,,,10.83435885,56.912,2.227,3.85
2010,Sri Lanka,0,2332.652318,6.241748044,,90.60491311,11.6396861,72.118,7.67,10.31
2010,Lesotho,0,843.4456948,3.466122481,,,3.437884231,43.233,16.966,6.93
2010,Lithuania,0,9766.487647,7.732367604,35.3,23.93573132,2.658484841,71.25365854,8.32,10.4
2010,Luxembourg,0,101222.0457,2.482874748,30.8,,2.487696652,79.43170732,4.49,10.26
2010,Latvia,0,10526.45225,10.72036596,39.0,,6.748450279,71.35609756,10.03,10.26
2010,Morocco,0,2336.503418,3.19224973,,53.66629657,0.98264166,68.704,11.01,4.34
2010,Maldives,250,7129.632121,-11.22316606,,33.92711513,1.300275009,74.751,7.332,4.69
2010,Mexico,1562,9524.742436,2.113247115,50.1,,3.988057146,74.376,3.56,8.45
2010,Mali,0,666.7944219,6.534778775,,,6.397882939,54.003,1.294,1.73
2010,Malta,0,18134.05204,3.383593722,,,3.007966525,79.3,6.92,10.13
2010,Mongolia,125,2041.868494,7.253665438,,,12.71656741,64.879,7.042,8.57
2010,Mozambique,1062,393.5109548,6.31202378,,,6.427552781,51.561,3.031,1.28
2010,Mauritania,0,1384.014295,8.566287249,,,12.12564872,61.656,9.854,4.06
2010,Mauritius,0,6472.873886,1.77754302,,41.69269483,4.93717005,72.43219512,9.52,7.84
2010,Malawi,0,412.9820434,3.268726021,,,15.41034466,52.044,4.939,4.41
2010,Malaysia,0,7209.61711,5.332139161,,42.06755976,2.975070927,74.096,3.53,9.71
2010,Namibia,0,3634.620326,2.529262658,,,2.28194607,51.787,22.328,5.97
2010,Niger,1875,404.2805689,7.331868843,44.4,,7.797497818,53.59,3.1,1.57
2010,Nicaragua,0,1568.41789,4.282398363,48.8,,9.599099861,67.936,5.37,5.98
